Date,Open,High,Low,Close,Adj Close,Volume
2021-05-17,4018.159912,4032.110107,3993.879883,4006.840088,4006.840088,25369600
2021-05-18,4014.679932,4043.209961,3996.750000,4005.340088,4005.340088,28234500
2021-05-19,3995.699951,3995.699951,3892.719971,3936.739990,3936.739990,32610000
2021-05-20,3948.629883,3999.909912,3936.790039,3999.909912,3999.909912,25602600
2021-05-21,4001.530029,4032.969971,3999.110107,4025.780029,4025.780029,31686500
2021-05-25,4042.489990,4056.949951,4036.040039,4036.040039,4036.040039,24819400
2021-05-26,4039.570068,4054.139893,4022.050049,4031.669922,4031.669922,25921600
2021-05-27,4028.750000,4056.790039,4019.850098,4039.209961,4039.209961,45813400
2021-05-28,4042.370117,4075.870117,4042.370117,4070.560059,4070.560059,22778200
2021-05-31,4068.110107,4071.739990,4037.250000,4039.459961,4039.459961,17651900
2021-06-01,4044.070068,4101.259766,4044.070068,4071.750000,4071.750000,25122300
2021-06-02,4072.100098,4088.520020,4064.070068,4088.500000,4088.500000,23880600
2021-06-03,4088.949951,4088.949951,4051.810059,4079.239990,4079.239990,23186200
2021-06-04,4079.290039,4091.949951,4070.350098,4089.379883,4089.379883,23525900
2021-06-07,4089.270020,4107.029785,4069.520020,4097.649902,4097.649902,23910700
2021-06-08,4098.629883,4115.620117,4092.760010,4096.009766,4096.009766,24823900
2021-06-09,4095.139893,4102.060059,4078.159912,4096.850098,4096.850098,18185000
2021-06-10,4099.069824,4109.200195,4080.149902,4096.069824,4096.069824,25788700
2021-06-11,4098.040039,4128.990234,4097.990234,4126.700195,4126.700195,21152700
2021-06-14,4134.790039,4155.240234,4127.939941,4132.669922,4132.669922,21482000
2021-06-15,4144.799805,4158.359863,4143.520020,4143.520020,4143.520020,21048300
2021-06-16,4145.500000,4156.810059,4138.750000,4151.759766,4151.759766,25245000
2021-06-17,4144.910156,4164.580078,4131.419922,4158.140137,4158.140137,30558000
2021-06-18,4155.779785,4165.589844,4078.760010,4083.370117,4083.370117,65764800
2021-06-21,4079.419922,4114.189941,4049.600098,4112.330078,4112.330078,25928900
2021-06-22,4112.339844,4128.399902,4093.469971,4123.129883,4123.129883,21209500
2021-06-23,4126.100098,4133.979980,4075.939941,4075.939941,4075.939941,20789500
2021-06-24,4083.050049,4126.410156,4083.050049,4122.430176,4122.430176,22803800
2021-06-25,4123.939941,4127.450195,4105.759766,4120.660156,4120.660156,20992600
2021-06-28,4119.870117,4125.729980,4089.000000,4089.909912,4089.909912,18089700
2021-06-29,4092.300049,4124.330078,4090.290039,4107.509766,4107.509766,20700500
2021-06-30,4104.750000,4111.979980,4048.050049,4064.300049,4064.300049,30687000
2021-07-01,4068.199951,4113.580078,4049.600098,4078.889893,4078.889893,22439000
2021-07-02,4082.699951,4099.990234,4076.229980,4084.310059,4084.310059,18773900
2021-07-05,4081.080078,4095.149902,4057.909912,4087.370117,4087.370117,14808700
2021-07-06,4087.500000,4087.500000,4038.770020,4052.669922,4052.669922,23456700
2021-07-07,4055.639893,4083.110107,4055.639893,4078.530029,4078.530029,24348900
2021-07-08,4070.739990,4070.739990,3961.979980,3991.659912,3991.659912,39132300
2021-07-09,3996.719971,4068.139893,3996.719971,4068.090088,4068.090088,26168200
2021-07-12,4068.639893,4098.759766,4046.110107,4093.379883,4093.379883,18349400
2021-07-13,4094.260010,4100.810059,4084.780029,4094.560059,4094.560059,23209800
2021-07-14,4088.100098,4104.830078,4077.139893,4099.500000,4099.500000,0
2021-07-15,4096.000000,4096.000000,4046.040039,4056.389893,4056.389893,22665700
2021-07-16,4060.219971,4072.580078,4014.580078,4035.770020,4035.770020,24114500
2021-07-19,4018.909912,4018.909912,3904.780029,3928.530029,3928.530029,37554400
2021-07-20,3937.399902,3979.280029,3920.929932,3956.340088,3956.340088,28529200
2021-07-21,3973.899902,4029.090088,3973.899902,4026.679932,4026.679932,28961700
2021-07-22,4037.939941,4078.580078,4037.939941,4059.050049,4059.050049,22556300
2021-07-23,4066.699951,4111.430176,4066.699951,4109.100098,4109.100098,21702700
2021-07-26,4103.500000,4106.399902,4072.860107,4102.589844,4102.589844,25844200
2021-07-27,4099.799805,4099.799805,4056.229980,4064.830078,4064.830078,22912400
2021-07-28,4067.840088,4103.450195,4065.250000,4103.029785,4103.029785,21437300
2021-07-29,4104.979980,4128.810059,4104.979980,4116.770020,4116.770020,22534200
2021-07-30,4113.109863,4114.279785,4078.330078,4089.300049,4089.300049,30295500
2021-08-02,4095.500000,4135.680176,4095.500000,4116.620117,4116.620117,22391100
2021-08-03,4114.520020,4129.209961,4102.129883,4117.950195,4117.950195,21789200
2021-08-04,4124.330078,4150.089844,4124.330078,4144.899902,4144.899902,23473300
2021-08-05,4141.299805,4166.140137,4141.299805,4161.080078,4161.080078,22244000
2021-08-06,4159.040039,4183.919922,4155.160156,4174.540039,4174.540039,28549500
2021-08-09,4175.569824,4186.049805,4170.950195,4177.149902,4177.149902,18159400
2021-08-10,4178.589844,4197.120117,4178.589844,4187.819824,4187.819824,16678300
2021-08-11,4189.629883,4219.060059,4184.870117,4206.330078,4206.330078,23519200
2021-08-12,4205.740234,4232.220215,4204.120117,4226.330078,4226.330078,20472100
2021-08-13,4225.729980,4242.259766,4223.490234,4229.700195,4229.700195,18086900
2021-08-16,4219.790039,4219.790039,4188.970215,4202.439941,4202.439941,20108600
2021-08-17,4197.850098,4202.020020,4172.669922,4196.399902,4196.399902,28102900
2021-08-18,4197.319824,4199.500000,4179.580078,4189.419922,4189.419922,22129400
2021-08-19,4183.740234,4183.740234,4082.070068,4124.709961,4124.709961,31924300
2021-08-20,4125.299805,4150.660156,4105.990234,4147.500000,4147.500000,22116000
2021-08-23,4160.759766,4184.029785,4157.490234,4176.419922,4176.419922,20011300
2021-08-24,4182.680176,4197.669922,4163.689941,4178.080078,4178.080078,17977500
2021-08-25,4178.169922,4188.229980,4178.169922,4181.120117,4181.120117,17482400
2021-08-26,4172.319824,4176.279785,4141.330078,4169.870117,4169.870117,20147000
2021-08-27,4167.390137,4192.089844,4160.470215,4190.979980,4190.979980,14670600
2021-08-30,4191.990234,4202.870117,4191.790039,4198.799805,4198.799805,11036000
2021-08-31,4201.770020,4222.620117,4175.319824,4196.410156,4196.410156,32956600
2021-09-01,4207.000000,4251.390137,4207.000000,4227.270020,4227.270020,28014200
2021-09-02,4225.029785,4239.020020,4219.419922,4232.100098,4232.100098,18496400
2021-09-03,4234.259766,4234.259766,4182.959961,4201.979980,4201.979980,22430000
2021-09-06,4204.069824,4252.779785,4204.069824,4246.129883,4246.129883,14030400
2021-09-07,4244.399902,4245.759766,4219.859863,4225.009766,4225.009766,19617700
2021-09-08,4219.819824,4219.819824,4160.370117,4177.149902,4177.149902,28205800
2021-09-09,4171.459961,4194.589844,4134.799805,4177.109863,4177.109863,23634700
2021-09-10,4184.049805,4205.220215,4161.089844,4170.350098,4170.350098,23727900
2021-09-13,4174.669922,4210.620117,4174.669922,4189.529785,4189.529785,25543800
2021-09-14,4188.350098,4202.439941,4163.950195,4191.669922,4191.669922,26396800
2021-09-15,4188.919922,4196.600098,4145.939941,4145.939941,4145.939941,33864000
2021-09-16,4151.629883,4190.169922,4151.629883,4169.870117,4169.870117,33372200
2021-09-17,4180.279785,4213.729980,4119.270020,4130.839844,4130.839844,69032400
2021-09-20,4102.189941,4102.189941,4011.489990,4043.629883,4043.629883,50987600
2021-09-21,4049.689941,4106.759766,4049.689941,4097.509766,4097.509766,36490700
2021-09-22,4104.430176,4150.189941,4104.430176,4150.189941,4150.189941,32150600
2021-09-23,4158.209961,4206.109863,4158.209961,4194.919922,4194.919922,34075700
2021-09-24,4188.430176,4188.430176,4149.939941,4158.509766,4158.509766,26615400
2021-09-27,4164.629883,4196.069824,4159.600098,4165.479980,4165.479980,38017500
2021-09-28,4160.470215,4160.470215,4056.169922,4058.820068,4058.820068,42079300
2021-09-29,4070.449951,4108.220215,4070.449951,4080.219971,4080.219971,28452300
2021-09-30,4089.159912,4116.350098,4048.080078,4048.080078,4048.080078,39716900
2021-10-01,4037.159912,4055.010010,3981.810059,4035.300049,4035.300049,34489200
2021-10-04,4026.699951,4037.350098,3993.870117,3996.409912,3996.409912,26074700
2021-10-05,4002.610107,4066.639893,4001.419922,4065.429932,4065.429932,43061600
2021-10-06,4049.639893,4049.639893,3965.870117,4012.649902,4012.649902,45053800
2021-10-07,4037.479980,4099.390137,4037.479980,4098.339844,4098.339844,44367100
2021-10-08,4097.120117,4101.959961,4073.290039,4073.290039,4073.290039,30081000
2021-10-11,4071.149902,4076.800049,4043.780029,4072.520020,4072.520020,28502200
2021-10-12,4058.540039,4063.479980,4019.550049,4055.090088,4055.090088,27490700
2021-10-13,4052.479980,4092.729980,4040.310059,4083.280029,4083.280029,30575100
2021-10-14,4088.139893,4151.759766,4088.139893,4149.060059,4149.060059,34747300
2021-10-15,4160.040039,4186.609863,4159.069824,4182.910156,4182.910156,52844100
2021-10-18,4177.729980,4177.729980,4131.410156,4151.399902,4151.399902,32046900
2021-10-19,4159.220215,4169.609863,4151.439941,4166.830078,4166.830078,29474200
2021-10-20,4164.500000,4178.950195,4143.830078,4172.169922,4172.169922,26139300
2021-10-21,4163.620117,4166.500000,4140.060059,4155.729980,4155.729980,23622000
2021-10-22,4158.439941,4203.669922,4158.439941,4188.810059,4188.810059,23223000
2021-10-25,4194.839844,4198.970215,4185.140137,4188.310059,4188.310059,25371300
2021-10-26,4187.549805,4230.879883,4187.549805,4223.970215,4223.970215,26048800
2021-10-27,4220.740234,4226.990234,4205.419922,4220.879883,4220.879883,30330600
2021-10-28,4220.740234,4236.200195,4213.169922,4233.870117,4233.870117,29454600
2021-10-29,4228.729980,4250.680176,4187.810059,4250.560059,4250.560059,35857400
2021-11-01,4256.930176,4291.810059,4256.930176,4280.470215,4280.470215,28152400
2021-11-02,4276.720215,4297.450195,4273.100098,4296.220215,4296.220215,24980200
2021-11-03,4292.589844,4309.660156,4291.100098,4309.609863,4309.609863,28690300
2021-11-04,4314.509766,4340.810059,4314.509766,4333.339844,4333.339844,37958100
2021-11-05,4330.140137,4375.040039,4330.140137,4363.040039,4363.040039,31450400
2021-11-08,4359.740234,4366.540039,4352.450195,4352.529785,4352.529785,24731400
2021-11-09,4346.620117,4364.040039,4337.660156,4344.629883,4344.629883,24140500
2021-11-10,4349.799805,4358.459961,4330.290039,4348.819824,4348.819824,26208000
2021-11-11,4347.259766,4358.799805,4334.930176,4358.000000,4358.000000,21881800
2021-11-12,4357.899902,4372.319824,4352.430176,4370.330078,4370.330078,21906700
2021-11-15,4364.520020,4386.189941,4364.520020,4386.189941,4386.189941,22953300
2021-11-16,4393.799805,4406.459961,4389.520020,4401.490234,4401.490234,23199400
2021-11-17,4399.250000,4409.240234,4399.250000,4400.810059,4400.810059,21946300
2021-11-18,4400.729980,4415.229980,4377.729980,4383.700195,4383.700195,30449200
2021-11-19,4385.660156,4401.919922,4333.859863,4356.470215,4356.470215,53668100
2021-11-22,4361.950195,4371.600098,4336.169922,4338.689941,4338.689941,35014300
2021-11-23,4320.410156,4328.479980,4267.229980,4283.819824,4283.819824,31499500
2021-11-24,4284.600098,4305.490234,4240.779785,4276.250000,4276.250000,32984600
2021-11-25,4286.629883,4304.859863,4278.799805,4293.240234,4293.240234,20877800
2021-11-26,4213.930176,4213.930176,4086.659912,4089.580078,4089.580078,66887000
2021-11-29,4117.790039,4154.149902,4097.979980,4109.509766,4109.509766,42566100
2021-11-30,4089.510010,4110.959961,4027.429932,4063.060059,4063.060059,67918500
2021-12-01,4080.850098,4187.859863,4080.850098,4179.149902,4179.149902,37478200
2021-12-02,4157.700195,4157.700195,4086.820068,4108.020020,4108.020020,36900400
2021-12-03,4118.979980,4150.419922,4059.020020,4080.149902,4080.149902,33308500
2021-12-06,4095.389893,4146.160156,4078.639893,4137.109863,4137.109863,30033400
2021-12-07,4157.720215,4277.029785,4157.720215,4276.200195,4276.200195,34420800
2021-12-08,4273.319824,4288.200195,4233.089844,4233.089844,4233.089844,32546900
2021-12-09,4242.660156,4246.520020,4201.850098,4208.299805,4208.299805,26129200
2021-12-10,4198.180176,4221.569824,4178.660156,4199.160156,4199.160156,25370900
2021-12-13,4206.450195,4241.120117,4176.970215,4183.040039,4183.040039,24169200
2021-12-14,4198.899902,4210.520020,4143.500000,4144.509766,4144.509766,28737700
2021-12-15,4147.160156,4176.140137,4147.160156,4159.680176,4159.680176,25819200
2021-12-16,4198.250000,4250.899902,4198.250000,4201.870117,4201.870117,35425700
2021-12-17,4195.939941,4195.939941,4130.359863,4161.350098,4161.350098,59792700
2021-12-20,4140.330078,4140.330078,4046.689941,4107.129883,4107.129883,30146400
2021-12-21,4120.479980,4174.990234,4120.479980,4174.990234,4174.990234,23844700
2021-12-22,4180.890137,4217.060059,4167.890137,4217.060059,4217.060059,19256600
2021-12-23,4221.899902,4270.290039,4221.899902,4265.859863,4265.859863,20498000
2021-12-27,4249.899902,4293.890137,4240.490234,4287.979980,4287.979980,13904700
2021-12-28,4290.540039,4319.689941,4287.109863,4311.930176,4311.930176,16909200
2021-12-29,4311.129883,4312.450195,4271.370117,4284.830078,4284.830078,16659800
2021-12-30,4286.629883,4309.540039,4285.290039,4306.069824,4306.069824,18578400
2022-01-03,4303.939941,4348.660156,4303.939941,4331.819824,4331.819824,25841400
2022-01-04,4346.450195,4390.589844,4342.250000,4367.620117,4367.620117,32585300
2022-01-05,4368.779785,4395.779785,4367.029785,4392.149902,4392.149902,29744700
2022-01-06,4372.450195,4372.450195,4304.540039,4324.810059,4324.810059,32675500
2022-01-07,4331.069824,4335.720215,4279.709961,4305.830078,4305.830078,31689000
2022-01-10,4312.129883,4324.640137,4231.060059,4239.520020,4239.520020,31296700
2022-01-11,4251.799805,4303.169922,4251.799805,4281.540039,4281.540039,26401700
2022-01-12,4306.250000,4328.759766,4289.000000,4316.390137,4316.390137,39871000
2022-01-13,4319.259766,4335.490234,4294.990234,4315.899902,4315.899902,31408300
2022-01-14,4307.479980,4307.479980,4256.609863,4272.189941,4272.189941,34933600
2022-01-17,4281.310059,4310.490234,4274.250000,4302.140137,4302.140137,20507500
2022-01-18,4293.580078,4293.580078,4234.290039,4257.819824,4257.819824,29766200
2022-01-19,4249.399902,4302.169922,4234.620117,4268.279785,4268.279785,34560000
2022-01-20,4271.250000,4300.640137,4248.009766,4299.609863,4299.609863,31731200
2022-01-21,4278.180176,4278.180176,4188.930176,4229.560059,4229.560059,43750100
2022-01-24,4213.830078,4224.470215,4035.280029,4054.360107,4054.360107,45808100
2022-01-25,4078.810059,4112.250000,4039.520020,4078.260010,4078.260010,33488900
2022-01-26,4096.509766,4188.169922,4096.509766,4164.600098,4164.600098,36434800
2022-01-27,4144.779785,4204.859863,4088.909912,4184.970215,4184.970215,42382400
2022-01-28,4174.569824,4181.229980,4071.709961,4136.910156,4136.910156,35332400
2022-01-31,4161.770020,4200.830078,4134.069824,4174.600098,4174.600098,39621200
2022-02-01,4184.629883,4232.439941,4184.629883,4224.450195,4224.450195,33003900
2022-02-02,4242.740234,4259.279785,4222.049805,4222.049805,4222.049805,37636600
2022-02-03,4215.410156,4215.410156,4141.020020,4141.020020,4141.020020,47345600
2022-02-04,4154.750000,4167.870117,4067.510010,4086.580078,4086.580078,47412800
2022-02-07,4101.890137,4131.839844,4074.860107,4120.560059,4120.560059,38510200
2022-02-08,4117.209961,4156.169922,4103.629883,4129.250000,4129.250000,39831700
2022-02-09,4140.410156,4208.759766,4140.410156,4204.089844,4204.089844,45881400
2022-02-10,4208.200195,4239.609863,4169.839844,4197.069824,4197.069824,46945200
2022-02-11,4170.729980,4177.910156,4133.350098,4155.229980,4155.229980,39788800
2022-02-14,4125.310059,4125.310059,4002.909912,4064.449951,4064.449951,53341700
2022-02-15,4059.250000,4143.709961,4043.570068,4143.709961,4143.709961,38905400
2022-02-16,4149.560059,4180.319824,4117.169922,4137.220215,4137.220215,31014500
2022-02-17,4139.879883,4158.439941,4092.790039,4113.189941,4113.189941,32105300
2022-02-18,4107.720215,4128.729980,4054.719971,4074.280029,4074.280029,32432200
2022-02-21,4090.709961,4104.629883,3957.199951,3985.709961,3985.709961,29685200
2022-02-22,3960.199951,4016.459961,3894.989990,3985.469971,3985.469971,43502500
2022-02-23,3991.659912,4054.169922,3962.790039,3973.409912,3973.409912,32529000
2022-02-24,3939.510010,3939.510010,3765.419922,3829.290039,3829.290039,88823100
2022-02-25,3836.850098,3970.830078,3829.280029,3970.689941,3970.689941,66184900
2022-02-28,3940.989990,3940.989990,3825.080078,3924.229980,3924.229980,77052100
2022-03-01,3920.030029,3923.750000,3765.850098,3765.850098,3765.850098,71926900
2022-03-02,3755.270020,3849.719971,3720.719971,3820.590088,3820.590088,67451800
2022-03-03,3819.139893,3841.919922,3731.350098,3741.780029,3741.780029,50887800
2022-03-04,3723.969971,3723.969971,3556.010010,3556.010010,3556.010010,74416700
2022-03-07,3529.570068,3599.929932,3387.000000,3512.219971,3512.219971,82263800
2022-03-08,3489.159912,3610.949951,3469.199951,3505.290039,3505.290039,71843700
2022-03-09,3548.489990,3766.020020,3548.489990,3766.020020,3766.020020,75625000
2022-03-10,3764.639893,3764.639893,3627.129883,3651.389893,3651.389893,61005800
2022-03-11,3657.370117,3801.479980,3630.280029,3686.780029,3686.780029,56506500
2022-03-14,3694.760010,3789.580078,3694.760010,3741.100098,3741.100098,41810600
2022-03-15,3723.229980,3753.260010,3641.500000,3738.110107,3738.110107,43611100
2022-03-16,3766.790039,3929.959961,3766.790039,3889.689941,3889.689941,64059900
2022-03-17,3901.699951,3913.719971,3843.100098,3885.320068,3885.320068,47894200
2022-03-18,3886.489990,3902.439941,3824.020020,3902.439941,3902.439941,63142100
2022-03-21,3900.840088,3914.080078,3877.590088,3881.800049,3881.800049,30428700
2022-03-22,3886.260010,3935.449951,3886.260010,3926.120117,3926.120117,32175200
2022-03-23,3934.129883,3937.810059,3853.540039,3869.219971,3869.219971,34113400
2022-03-24,3874.320068,3892.909912,3845.439941,3863.389893,3863.389893,31635100
2022-03-25,3871.340088,3903.939941,3853.350098,3867.729980,3867.729980,28929500
2022-03-28,3870.330078,3946.780029,3870.330078,3887.100098,3887.100098,33829800
2022-03-29,3906.469971,4024.889893,3906.469971,4002.179932,4002.179932,50862600
2022-03-30,3997.459961,3997.459961,3942.810059,3959.139893,3959.139893,34135500
2022-03-31,3964.010010,3979.699951,3902.520020,3902.520020,3902.520020,35964000
2022-04-01,3906.570068,3935.729980,3895.699951,3918.679932,3918.679932,28145300
2022-04-04,3925.270020,3956.590088,3891.000000,3951.120117,3951.120117,26730400
2022-04-05,3952.580078,3969.040039,3896.620117,3917.850098,3917.850098,33315200
2022-04-06,3915.530029,3915.530029,3792.560059,3824.689941,3824.689941,46123100
2022-04-07,3836.459961,3874.290039,3797.600098,3802.010010,3802.010010,34691100
2022-04-08,3812.080078,3872.590088,3812.080078,3858.370117,3858.370117,32208000
